No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,SHA256
"NBA Action '95 Starring David Robinson (USA, Europe)",SEGA GENESIS,(C)SEGA 1995.FEB,NBA Basketball '95,NBA Basketball '95,GM,MK-1236,0,60537 (0xEC79),UEJ,aff2cd06b0e8bcb6da90ddc697d60ad4976ceb9261aa946c5f6b983fcf47aa1e
"NBA All-Star Challenge (USA, Europe)",SEGA GENESIS,(C)T-81 1992.NOV,NBA BASKETBALL,NBA BASKETBALL,GM,T-081126,0,32114 (0x7D72),U,65acf2482873790669fadc259b376c7af5ce8713a34fe4c7341c58a2aff9602d
NBA Hang Time (Europe),SEGA MEGA DRIVE,(C)T-97 1996.NOV,(unknown),NBA Hangtime,GM,T-97136,50,47806 (0xBABE),8,dc04b6b70edbd68af3204f76d7f54726dd4395320baf8adbb37e7976fe19cfdd
NBA Hang Time (USA),SEGA GENESIS,(C)T-97 1996.NOV,(unknown),NBA Hangtime,GM,T-97136,0,57005 (0xDEAD),4,7e984223dd6888be889e03131fc25ba9fcec38be244b87f049d4963ffec3d92f
NBA Jam - Tournament Edition (World),SEGA GENESIS,(C)T-81 1994.DEC,NBA JAM TOURNAMENT EDITION,NBA JAM TOURNAMENT EDITION,GM,T-81406,0,52287 (0xCC3F),JUE,5b735b443102f771bc7db49dcf34de640c10d212f5cb4af1251d956751f21072
NBA Jam (Japan),SEGA GENESIS,(C)T-81 1986.FEB,NBA JAM,NBA JAM,GM,T-81033,0,23455 (0x5B9F),J,5aa7e5ccb1931c688f4f0cadea5d4b41440c6c4bbaad83b6bab547ceede31c1d
"NBA Jam (USA, Europe)",SEGA GENESIS,(C)T-81 1993.DEC,NBA JAM,NBA JAM,GM,T-081326,0,26959 (0x694F),EU,9ee77c144505a10940976bb48e32600c83d5910c737612868ff6088faf3eb7f4
"NBA Jam (USA, Europe) (Rev 1)",SEGA GENESIS,(C)T-81 1994.JAN,NBA JAM,NBA JAM,GM,T-081326,1,49065 (0xBFA9),UE,d90d4ca8d00b4dade6d21650da2264fa64016daa779215ac06adfc04da31d610
NBA Live 95 (Korea),SEGA GENESIS,(C)T-50 1994.Oct,NBA Live '95,NBA Live '95,GM,T-50936,0,58709 (0xE555),UEJ,e67d99837dc8861d6f538d36d893d80ebdfb338a5dfb4f5a7c46735d0b4f68aa
"NBA Live 95 (USA, Europe)",SEGA GENESIS,(C)T-50 1994.OCT,NBA Live '95,NBA Live '95,GM,T-50936,0,44589 (0xAE2D),UEJ,db0717f4cf56218f19aa7c205369fba6206b63a4ac958e33130c09eb4b04f2a0
"NBA Live 96 (USA, Europe)",SEGA GENESIS,(C)T-50 1995.AUG,NBA Live '96,NBA Live '96,GM,T-172056-00,(unknown),50837 (0xC695),F,a9d9a9a67e1dadf220c6a1bc7780b8f671120804571777c917acabe34759eec7
"NBA Live 97 (USA, Europe)",SEGA GENESIS,(C)T-50 1996.NOV,NBA Live '97,NBA Live '97,GM,T-172166-00,(unknown),16041 (0x3EA9),F,fd95e3ca3da60a6114956de72f84b7f5ae3ceead51de45d9eff63ddfd90409a0
NBA Live 98 (USA),SEGA GENESIS,(C)T-50 1997.Nov,NBA Live '98,NBA Live '98,GM,T-172186-00,(unknown),65086 (0xFE3E),F,9de38bd95d7ae8910fe5440651feafaef540ed743ea61925503dce6605192b0e
NBA Playoffs - Bulls vs Blazers (Japan),SEGA MEGA DRIVE,(C)T-50 1993.JUL,NBA PLAYOFF,BULLS VS. BLAZERS,GM,T-106173-00,(unknown),48356 (0xBCE4),J,6b4c38296afef84089fcdc3cf92e5b8916abdd6e0f46234fb4c3e28af4523d47
NBA Pro Basketball - Bulls vs Lakers and the NBA Playoffs (Japan),SEGA MEGA DRIVE,(C)T-50 1992.JUN,NBA PROBASKETBALL,Bulls vs. Lakers,GM,T-106133-00,(unknown),46498 (0xB5A2),J,c4cdf47436244de8a9e48473373e224222192ff69c93bd12782fe9b98c3f132b
NBA Pro Basketball '94 (Japan),SEGA MEGA DRIVE,(C)T-50 1994.JUL,NBA PRO-BASKETBALL '94,NBA SHOWDOWN '94,G,GM T-      -00,(unknown),21348 (0x5364),EUJ,6e5f0f3ab2f800773ac2df61a4cc60fb44923f33a6235e30c3f353e921497a36
"NBA Showdown '94 (USA, Europe)",SEGA GENESIS,(C)T-50 1994.JAN,NBA SHOWDOWN '94,NBA SHOWDOWN '94,GM,T-50756,0,35489 (0x8AA1),UE,0d948aee144f47893e3294bd69aec48e0d3914b5c5a33838b60581aa1ef1a906
NCAA Final Four Basketball (USA),SEGA GENESIS,(C)T-87 1994.DEC,NCAA FINAL FOUR BASKETBALL,NCAA FINAL FOUR BASKETBALL,GM,T-158016-00,(unknown),46094 (0xB40E),U,cd2f79a05777241626b6a576e8335c56593b82bcfd01f023e77fcf36865919b6
NCAA Football (USA),SEGA GENESIS,(C)T-87 1994.SEP,NCAA FOOTBALL,NCAA FOOTBALL,GM,T-87106,0,52709 (0xCDE5),U,aca78146facd95ebf255984a25d48cde0beeee435bb9cbd429c145304321d69f
Nekketsu Koukou Dodgeball-bu - Soccer Hen MD (Japan),SEGA MEGA DRIVE,(C)SEGA 1992.JUL,熱血高校ドッジボール部サッカー編ＭＤ,(unknown),GM,T-74033,0,40672 (0x9EE0),J,a088325b1072d7e6e35d5f6a6835b0c3105f63f7c60a9dd0d92c20ff4f22e799
New 3D Golf Simulation - Devil's Course (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.AUG,NEW 3D GOLF SIMULATION Vol.2      Devil's Course,TRUE GOLF CLASSICS Vol.2          Devil's Course,GM,G-5527,0,55597 (0xD92D),J,f886d50cbe89e69ffef7ce56304ec32d27dca824044c90bf59bd41405af31c95
New 3D Golf Simulation - Harukanaru Augusta (Japan),SEGA MEGA DRIVE,(C)T-1141993.SEP,NEW 3D GOLF SIMULATION Vol.3    Augusta National,(unknown),GM,T-114033-00,(unknown),61175 (0xEEF7),J,063649f74a814df80c16651e48f1c1d6950a6122d8bd4b0eb65fe06b6332f65d
New 3D Golf Simulation - Pebble Beach no Hatou (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.JLY,NEW 3D GOLF SIMULATION Vol.1        Pebble Beach,TRUE GOLF Classics Vol.1            Pebble Beach,GM,G-5525,0,9537 (0x2541),J,508391f365b3db49ee4fff99b4dc102c0de7f556b382f1ee2f6626236ae55a3b
New 3D Golf Simulation - Waialae no Kiseki (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.SEP,NEW 3D GOLF SIMULATION Vol.4        Waialae C.C.,TRUE GOLF CLASSICS Vol.3            Waialae C.C.,GM,G-5529,0,18874 (0x49BA),J,58436bbcc98b0d150268b818c6f288fad45c5434bcba1cfbddf45b57d0125a5b
New Horizons (USA),SEGA GENESIS,(C)T-76 1994.OCT,大航海時代Ⅱ,UNCHARTED WATERS NEW HORIZONS,GM,T-76126,0,7104 (0x1BC0),U,5c1d727037ee54aaaa3c888e955adeead7b65ae1fb256889eead2902c4b3644a
Newman Haas IndyCar - Featuring Nigel Mansell (World),SEGA GENESIS,(C)T-81 1994.AUG,Newman-Haas IndyCar Featuring Nigel Mansell,Newman-Haas IndyCar Featuring Nigel Mansell,GM,T-081366-00,(unknown),46941 (0xB75D),JUE,61b5230ffaa51fec4f5a0f4a508b6ae2fd41518b4eb7b80f1dbe5111114931e8
"NewZealand Story, The (Japan)",SEGA MEGA DRIVE,(C)T-11 1989.DEC,ﾆｭｰｼﾞｰﾗﾝﾄﾞ ｽﾄｰﾘｰ,NEWZEALAND STORY,GM,T-11013,0,2468 (0x09A4),J,1aa62064032b6a5d3a14af608a1f15602b778d848b2b674c5baf199cd2f39218
NFL '95 (USA),SEGA GENESIS,(C)SEGA 1994.SEP,NFL 95,NFL 95,GM,MK-1237,0,14844 (0x39FC),UJE,a95359709b56cf99f33042fc232576fa1e2d22a810b7cdf28df5f2999146257a
NFL 98 (USA),SEGA GENESIS,(C)SEGA 1997.AUG,NFL'98,NFL'98,GM,MK-1243,0,44466 (0xADB2),F,a843226c48b75b0ef6235dff6e587ebe20eeb4545a7572b8af8f24b9ea2513ac
NFL Football '94 (Japan),SEGA GENESIS,(C)SEGA 1993.SEP,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,GM,MK-1225,0,54841 (0xD639),J,7dd6784ffd59d8bec8680341586248194f8f979a63d61b6105caeed815ef0c3c
NFL Football '94 (Japan) (1993-11-04) (Sega Channel),SEGA GENESIS,(C)SEGA 1993.SEP,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,GM,MK-1225,0,0 (0x0000),J,1662f77854c5777999f669cf27de77d9da2566f3a1e2d9e340e92df4162580b4
NFL Football '94 Starring Joe Montana (USA),SEGA GENESIS,(C)SEGA 1993.SEP,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,GM,MK-1225,0,64941 (0xFDAD),U,3f85b7d89b77597d8e600c93008b6e29e0a06dad3f688bb768467ed349c41962
NFL Pro Football '94 (Japan),SEGA MEGADRIVE,(C)T-50 1994.MAR,NFL PRO FOOTBALL `94,College Football,GM,T-106263-00,(unknown),64372 (0xFB74),UJ,ba272ab5726f738c12129def22c4ccaaea9a1d478015bbfd0ca003ad1d157c80
NFL Quarterback Club (World),SEGA GENESIS,(C)T-81 1994.OCT,NFL QUARTERBACK CLUB,NFL QUARTERBACK CLUB,GM,T-081276,0,30289 (0x7651),JUE,71c34883ba8ca15587fcdeb7dac26b8856fbaa9179efe7223ef8634fd832fac1
"NFL Quarterback Club 96 (USA, Europe)",SEGA GENESIS,(C)T-81 1995.AUG,NFL QUARTERBACK CLUB 96,NFL QUARTERBACK CLUB 96,GM,T-081586-00,(unknown),15846 (0x3DE6),F,162edaaaf77a3ccdb693c46cf63fdd273eab31ac6b64bc2f450b0c09db9ceef7
"NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe)",SEGA GENESIS,(C)SEGA 1992.AUG,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,GM,MK-1216,0,11506 (0x2CF2),U,b62bc5b3606cab119e29bb0dbbdfe37ed6dc1de8312f5334bba64dc7bcb40fc3
"NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe) (Rev A)",SEGA GENESIS,(C)SEGA 1992.AUG,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,NFL SPORTSTALK FOOTBALL STARRINGJOE MONTANA,GM,MK-1216,1,40219 (0x9D1B),U,08c47889b134b07cc490a674a7fd982ae56bb4d0bfd0a9f216936201bcdcffd5
NHK Taiga Drama - Taiheiki (Japan),SEGA MEGA DRIVE,(C)SEGA 1991.DEC,太平記,(unknown),GM,G-1D5511-00,(unknown),39876 (0x9BC4),J,46f4167f33e9513dcaaaaaac138177d3864533d5e41e9459073272bd9b6195ae
"NHL '94 (USA, Europe)",SEGA GENESIS,(C)T-50 1993.JUL,NHL Hockey '94,NHL Hockey '94,GM,T-50656,0,21778 (0x5512),UE,ccc0298c118d580863c877abd470c71186ef0a1b60f1e7c6ff1e5a38f48fd053
"NHL '94 (USA, Europe) (Re-release)",SEGA GENESIS,(C)T-50 1993.JUL,NHL Hockey '94,NHL Hockey '94,GM,T-50656,0,21778 (0x5512),UE,5864d88422048f94ab365ef4b22338dc502c8d1ee0d6102ba25852707db59697
"NHL 95 (USA, Europe)",SEGA GENESIS,(C)T-50 1994.JUL,NHL '95,NHL '95,GM,T-50856,0,15457 (0x3C61),EUJ,1c759b5510cd42a439d1fa1bbb19c0780b29d4983d62c4fcdb5de7e3e8d9d6dd
"NHL 96 (USA, Europe)",SEGA GENESIS,(C)T-50 1995.JUL,NHL '96,NHL '96,GM,T-172036-00,(unknown),56087 (0xDB17),F,dce28c858bb368d8095267e04a8bdff17d913787efd783352334b0dba1e480da
"NHL 97 (USA, Europe)",SEGA GENESIS,(C)T-50 1996.JUL,NHL 97,NHL 97,GM,T-172146-03,(unknown),31759 (0x7C0F),F,123d8030c957ff7b230ab9b76cff831674c4a1107c74253d26eedcf67674efb8
NHL 98 (USA),SEGA GENESIS,(C)T-5O 1997.SEP,NHL 98,NHL 98,GM,T-172176-00,(unknown),23354 (0x5B3A),4,ed68ec25c676f7b935414d07657b9721a6ec3b43cecf1bc9dc1d069d0a14e974
NHL All-Star Hockey 95 (USA),SEGA GENESIS,(C)SEGA 1994.NOV,NHL ALL-STAR HOCKEY '95,NHL ALL-STAR HOCKEY '95,GM,MK-1230,0,47339 (0xB8EB),U,056834d5c946568556683bd6666e4dbfaa7996dd853a9a85d66638dec06530ca
NHL Hockey (USA),SEGA GENESIS,(C)T-50 1991.MAY,NHL HOCKEY,NHL HOCKEY,GM,T-50236,0,37816 (0x93B8),U,6ca62e176425cf27ed4b4b0dcfe0a8813fe994120c88ca803fc8be061e0505ba
"NHLPA Hockey 93 (USA, Europe) (EA Sports)",SEGA GENESIS,(C)T-50 1993.FEB,NHLPA Hockey '93,NHLPA Hockey '93,GM,T-50396,0,34523 (0x86DB),UEJ,1254e059331dbe8104a91898c276d5f38cbe0944e4d296dd7209942fc3e68fed
"NHLPA Hockey 93 (USA, Europe) (EASN)",SEGA GENESIS,(C)T-50 1992.JUL,NHLPA Hockey '93,NHLPA Hockey '93,GM,T-50396,0,10137 (0x2799),U,524e7e61c6096e920ca263a4ed208c002a4ef6cfc17bfda60bf9ecb63c975951
"NHLPA Hockey 93 (USA, Europe) (Rev A) (EASN)",SEGA GENESIS,(C)T-50 1992.OCT,NHLPA HOCKEY '93,NHLPA HOCKEY '93,GM,T-50396,1,64087 (0xFA57),U,69a05a0f73bc6b3f5b5c7aff53bb0a1db8fab4af8eee0c84d92e503214a156a1
Nigel Mansell's World Championship Racing (Europe),SEGA MEGA DRIVE,(C)T-95 1994.NOV,NIGEL MANSELLS WORLD CHAMPIONSHIP,NIGEL MANSELLS WORLD CHAMPIONSHIP,GM,T-95186-00,(unknown),12392 (0x3068),E,987a0e5a7691c3852eb121cc303880ec841d43668dda32b3868aec2fc2ae35ec
Nigel Mansell's World Championship Racing (USA),SEGA GENESIS,(C)T-83 1993.NOV,NIGEL MANSELLS WORLD CHAMPIONSHIP,NIGEL MANSELLS WORLD CHAMPIONSHIP,GM,T-83066,0,49075 (0xBFB3),U,0f0d42eda3d9b02cab7917db584ee8030c038ae838721cbe1fe5759c60a6963e
Nightmare Circus (Brazil) (En),SEGA GENESIS,(C)SEGA 1996.FEB,Nightmare Circus,Nightmare Circus,GM,MK-1575,0,29645 (0x73CD),F,224c247ded8b20b43a95860a24032bdceb96b8c92aa1500631828b35d8a6fe17
Nikkan Sports Pro Yakyuu VAN (Japan),SEGA MEGA DRIVE,(C)SEGA 1991.APR,NIKKAN SPORTS PRO-YAKYUU VAN.,(unknown),(unknown),G-4522-00,(unknown),39661 (0x9AED),J,8adca52c3ac07e8e4c48c768b8dc77acccc2814d3f5f0fe68d92c0c33b7666db
Ninja Burai Densetsu (Japan),SEGA MEGA DRIVE,(C)SEGA 1991.SEP,忍者武雷伝説,(unknown),GM,G-4524,0,18556 (0x487C),(unknown),212c70be20c8a29f11c5392a06207e43c2bff07e716a4d3cbf2d046f684a3cef
No Escape (USA),SEGA GENESIS,(C)T-1131994.NOV,NO ESCAPE,NO ESCAPE,GM,T-113086-00,(unknown),3534 (0x0DCE),U,cef4be1078b1ff51d1c9d4fcad74a8d64970303516fcc1911219893a62fd6bbd
Nobunaga no Yabou - Bushou Fuuunroku (Japan),SEGA MEGA DRIVE,(C)T-76 1991.OCT,信長の野望・武将風雲録,NOBUNAGA III,GM,T-76013,10,28676 (0x7004),JAP,02bc4687af41129422b3b8a4cae00a7ad19f4fc3695aa7ddb9a416123e22e3b3
Nobunaga no Yabou - Haouden (Japan),SEGA MEGA DRIVE,(C)T-76 1993.DEC,信長の野望・覇王伝,(unknown),GM,T-76153,0,32164 (0x7DA4),J,4883eae750c534d6437bdadda59253fd773baeff2a2d04c6853c83092fc42f25
Nobunaga no Yabou - Zenkoku Ban (Japan),SEGA MEGA DRIVE,(C)T-76 1993.JUN,信長の野望・全国版,(unknown),GM,T-76133,0,44890 (0xAF5A),J,6dc060da2a24b708cc39be0739c92bb81cde5bfa4095d9f99b0230c1a8b73f0c
Nobunaga's Ambition (USA),SEGA GENESIS,(C)T-76 1993.SEP,信長の野望・全国版,Nobunaga's Ambition,GM,T-76076,0,14756 (0x39A4),U,6e04186ca19a5e1d686c61ece2260e15d83460f8c47528400afaace6ea050851
"Normy's Beach Babe-O-Rama (USA, Europe)",SEGA GENESIS,(C)T-50 1993.DEC,Normy,Normy,GM,T-50786,0,27908 (0x6D04),UEJ,e48c8d89f16b4f605e0eb2f675df8d11f2f63f0d858f83e45f92b68e080bee2c
Nyuushi Chokuzen Check - Nanmon Kimon Kiki Kaikai (Japan) (Sega Channel),(unknown),(C)T194 1995.APL,入試直前チェック難問奇問危機解快,(unknown),GM,T-19401J00,(unknown),49702 (0xC226),1,bc33cf1b2c587a01d6231dc9dd7974837a0dbce498ff0a26974a52e2fa37ff82
"Olympic Gold (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)",SEGA MEGA DRIVE,(C)SEGA 1992.FEB,OLYMPIC GOLD,OLYMPIC GOLD,GM,T-79016-50,(unknown),37842 (0x93D2),JUE,eefa811d156e9e3119c170aa7a9344201679f11974c0cc4eeb1ec39e18a2ee41
"Olympic Gold (Japan, USA) (En,Fr,De,Es,It,Nl,Pt,Sv)",SEGA MEGA DRIVE,(C)SEGA 1992.FEB,OLYMPIC GOLD,OLYMPIC GOLD,GM,T-79016-00,(unknown),15307 (0x3BCB),JUE,b3e1cbd54d938345d7928421d1c480535c227f31cc6a40cddedd13aeca9b8e8a
"Olympic Gold (Japan, USA, Korea) (En,Fr,De,Es,It,Nl,Pt,Sv) (Rev A)",SEGA MEGA DRIVE,(C)SEGA 1992.FEB,OLYMPIC GOLD,OLYMPIC GOLD,GM,T-79016-00,(unknown),53143 (0xCF97),JUE,f8d11d6c5ed3b2ba2cc8457fe82cae2464e90a6ab39d7e76cad52798dfd75423
Olympic Summer Games (Europe),SEGA MEGA DRIVE,(C)T-100 1996.04,OLYMPIC SUMMER  GAMES,OLYMPIC SUMMER  GAMES,GM,T-100116-50,(unknown),29665 (0x73E1),F,22e7ab1697a6537155ba35e381595ea1c5b75c539831d40f8b1f2da5b133e595
Olympic Summer Games (USA),SEGA GENESIS,(C)T-100 1996.04,OLYMPIC SUMMER  GAMES,OLYMPIC SUMMER  GAMES,GM,T-100116-00,(unknown),29665 (0x73E1),F,27e8d2bd4261750537394481e20a2a4bc7b62cb1d495238d4bf00f23cc8d85e4
On Dal Jang Goon (Korea),SEGA MEGA DRIVE,(C)SEGA 1989.AUG,孔雀王２,MYSTIC DEFENDER,GM,00001011-00,(unknown),42221 (0xA4ED),JUE,7db129f380757b447df587ea6979da8c8f1c7ccec3314ca9c8701f7f1933836a
"Ooze, The (Europe)",SEGA MEGA DRIVE,(C)SEGA 1995.AUG,THE OOZE,THE OOZE,GM,MK-1572,50,19191 (0x4AF7),A,22922e97745235115dd0198891bcc1847bcc48223840cba91625403171b20b5e
"Ooze, The (Japan, USA) (En)",SEGA GENESIS,(C)SEGA 1995.JUL,THE OOZE,THE OOZE,GM,MK-1572,0,45441 (0xB181),5,8d836c16a392ce785ebf31da1931c4894a7a8682bf3f353af9b48dbffbb63e8b
Operation Europe - Path to Victory 1939-45 (USA),SEGA GENESIS,(C)T-76 1994.MAR,ヨーロッパ戦線,OPERATION EUROPE PATH TO VICTORY 1939-45,GM,T-76096,0,18604 (0x48AC),U,75a424e416a48cc2430e097c64dd95af1eb874b96ec9d9734aa2bb71a9b53b8a
Osomatsu-kun Hachamecha Gekijou (Japan),SEGA MEGA DRIVE,(C)SEGA 1988.OCT,おそ松くん,osomatsu,GM,00004005-01,(unknown),57089 (0xDF01),(unknown),0e00cdc31140e3fca7e2fb5e671becb94306802905aeb7bf797c6b60f54a2698
"Ottifants, The (Europe) (En,Fr,De,Es,It)",SEGA MEGA DRIVE,(C)SEGA 1993.SEP,THE OTTIFANTS,THE OTTIFANTS,GM,MK1531,0,53950 (0xD2BE),E,64efb1d013f5fcd8616dcc0b9d1cca245053b9b85988a8ae9112804211706cbe
Out of This World (USA),SEGA GENESIS,(C)VRGN 1993.MAR,OUT OF THIS WORLD,OUT OF THIS WORLD,GM,T-70106,0,24815 (0x60EF),U,680c5b7de695a7b525fecb76ed93ec76d3520c88f81111bacbc82a71687b36f9
Outback Joey (USA),SEGA GENESIS,(C)T122 1993.JUL,OUTBACK JOEY,OUTBACK JOEY,GM,T-122026-00,(unknown),47067 (0xB7DB),U,4a8ff12edd8202648cd5d1891118fad6759b2783d3c6f62b84036b2407810a9d
Outlander (USA),SEGA GENESIS,(C)SEGA 1992.NOV,OUTLANDER,OUTLANDER,GM,T-87036,0,42446 (0xA5CE),U,142ea9bd8520d2b3f2e6d2d423e2edc9a6b40a79582b10dac640eb95b2186506
OutRun (Japan),SEGA MEGA DRIVE,(C)SEGA 1991.MAY,アウト　ラン,OUTRUN,GM,00004052-00,(unknown),13403 (0x345B),JU,6ccc2bcb2c1991f5b73b242552d68bd8cc7a0fb470224f1f6c69aaf5db04b589
"OutRun (USA, Europe)",SEGA MEGA DRIVE,(C)SEGA 1991.MAY,アウト　ラン,OUTRUN,GM,00004052-00,(unknown),53941 (0xD2B5),JU,231f528443989b5a3792c9ff70465a5bcec69267f9ef6e722f3188aafc51941a
"OutRun (USA, Europe) (Sega Smash Pack)",SEGA MEGA DRIVE,(C)SEGA 1991.MAY,アウト　ラン,OUTRUN,GM,00004052-00,(unknown),53941 (0xD2B5),JU,97e7ad185a922b7e81a2fd71fb7a8f53a386f66ca818c16bd2345ac95ee7b881
OutRun 2019 (Europe),SEGA MEGA DRIVE,(C)SEGA 1993.MAR,OUTRUN 2019,OUTRUN 2019,GM,MK-1118,50,57501 (0xE09D),E,10c526f40d04ea25d755e9c49a8ca611d78dd16a2ffda376c2b42927ea565e55
OutRun 2019 (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.MAR,ＯＵＴＲＵＮ　２０１９,OUTRUN 2019,GM,T-44033,0,48553 (0xBDA9),J,e197247aff96235525bb2aec4128054b4f508077888a5888042b6a56af87ca05
OutRun 2019 (USA),SEGA GENESIS,(C)SEGA 1993.FEB,OUTRUN 2019,OUTRUN 2019,GM,MK-1118,0,62887 (0xF5A7),U,993908ec2bfd4ced318f8284f6450a591809195986dd49d957e077fd399440e3
OutRunners (Japan),SEGA MEGA DRIVE,(C)SEGA 1994.MAR,OUT_RUNNERS         1994/03/03    Ver.FINAL!!,OUT_RUNNERS         1994/03/03    Ver.FINAL!!,GM,G-4119-00,(unknown),30289 (0x7651),J,1879ba5d9497a609c38ba8b0798d2c4f7a52408d9646427cf26107ed4648907d
OutRunners (USA),SEGA GENESIS,(C)T-13 1994.MAR,OUT_RUNNERS,OUT_RUNNERS,GM,T-13096-00,(unknown),27825 (0x6CB1),U,abe4e8cb6c853f9d33ee48654eb6c7f98fcc5ecc76aebef1059a24b570799480
Ozaki Naomichi no Super Masters (Japan),SEGA MEGA DRIVE,(C)SEGA 1989.JUN,SUPER MASTERS,(unknown),GM,00004014-00,(unknown),61866 (0xF1AA),J,3f817d17b3b4cb7c632ab7d3346d97b834c52243ffd8dffe5777c8d17860748e
P.T.O. - Pacific Theater of Operations (USA),SEGA GENESIS,(C)T-76 1993.JAN,提督の決断,P.T.O. Pacific Theater of Operations,GM,T-76056,0,31536 (0x7B30),U,83dcc7fe025ef6307293e0ad3d8314ac171e131c9d4f9f428114d085f540197a
Pac-Attack (USA),SEGA GENESIS,(C)T-14 1994.AUG,PAC-ATTACK,PAC-ATTACK,GM,T-14116-00,(unknown),35782 (0x8BC6),U,3f787ef889826a09254e5ca24161db8339f0a423c878d21b15235294eade6d26
Pachinko Kuunyan (Japan),SEGA MEGA DRIVE,(C)T-73 1992.SEP,ﾊﾟﾁﾝｺ ｸｰﾆｬﾝ,(unknown),GM,T-73013,2,59465 (0xE849),J,e941e8bab0cced6798bf139c83a10f14789fd8ddab262b928e93d608fcc2115d
Pac-Man 2 - The New Adventures (USA),SEGA GENESIS,(C)T-14 1994.AUG,PAC-MAN2,PAC-MAN2,GM,T-14126-00,(unknown),16407 (0x4017),U,353857024ade24405e532a370c9081d42c29368ed456c4e92a5c15ef4540b664
"Pac-Mania (USA, Europe)",SEGA GENESIS,(C)T-48 1991.JUN,PACMANIA,PACMANIA,GM,T-48056,0,43014 (0xA806),U,89cda8498fd4c80b6c8a509fe38d03004ee5cc3102545a572ff7564e3b8ff9c7
Pac-Panic (Europe),SEGA MEGA DRIVE,(C)T-14 1995.MAR,PAC-ATTACK,PAC-PANIC,GM,T-14116-00,(unknown),45892 (0xB344),8,60c9394343c8a4c1346772c55665fe9e01c91d468b6c057c72f921234291d431
Paddle Fighter (Japan) (Game no Kanzume Otokuyou),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),43497 (0xA9E9),J,f1b15fecb2b0e06bbb6965b306779f99c8f0412be739fb4f8b4906bad95b6bb3
Paddle Fighter (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),40582 (0x9E86),J,b2f5ea0d6900341263d60db868acf250828128d2de461e01e4dfff32652a9e27
"Pagemaster, The (Europe)",SEGA MEGA DRIVE,(C)SEGA 1994.AUG,PAGEMASTER,PAGEMASTER,GM,MK-1180,0,58538 (0xE4AA),E,c33e3a48bb3fde11cd879aa66a1ea7dd2c666d97fd1294e7aeba95ea7d18298d
"Pagemaster, The (USA)",SEGA GENESIS,(C)T-1611994.AUG,PAGEMASTER,PAGEMASTER,GM,T-161016-00,(unknown),42952 (0xA7C8),U,d5f3860523bcdbe8cf1d9311f04c8fdedee01784017390e86b03913a65645888
Panorama Cotton (Japan),SEGA MEGA DRIVE,(C) T-15,PANORAMA COTTON,PANORAMA COTTON,GM,T-15103-00,(unknown),64744 (0xFCE8),J,b31e7f1cf077698c63556b0daff2b98a2170da0a4fe7b5ac6ac1788b64539902
Paperboy (Japan),SEGA GENESIS,(C)T-48 1992.MAR,PaperBoy,PaperBoy,GM,T-48086,0,62650 (0xF4BA),JUE,cc1449d94691f0a6e41a4575cab61645f1ce1647ce777b97105a4ac326dd62b3
"Paperboy (USA, Europe)",SEGA GENESIS,(C)T-48 1991.DEC,PaperBoy,PaperBoy,GM,T-48086,0,2043 (0x07FB),JUE,3daa95e12df48963604ab4573e2e2fad7767e5bc90a251fde0846b1267bf2d0b
"Paperboy 2 (USA, Europe)",SEGA GENESIS,(C)T-48 1992.NOV,PAPERBOY 2,PAPERBOY 2,GM,T-48176,0,7224 (0x1C38),JUE,bae3b8bdb63377368cae4802a45ff4facb085b5e4cc0cb92f5fb728bf6a76d78
Party Quiz Mega Q (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.jul,PARTY QUIZ MEGA Q,(unknown),GM,00004107-00,(unknown),660 (0x0294),J,2a4ed3d61b04c927a046a0e086c749d20aac4a9a17b8c0a7456d4e80e4d5f50a
Pat Riley Basketball (USA),SEGA GENESIS,(C)SEGA 1990.JAN,PAT RILEY BASKETBALL,PAT RILEY BASKETBALL,GM,MK-1201,0,2674 (0x0A72),U,31452b7adccac45574e94bc1d2f2cfbbddf3a6ef8575f22d2983eb5595fe7c74
